0.0207,0.0006
0.0,0.0065
0.0251,0.0014
0.0311,0.0002
0.022,0.0008
0.0249,0.0005
0.0135,0.0004
0.0405,0.0016
0.0576,0.0026
0.1241,0.0108
0.0425,0.0013
0.0225,0.0005
0.0311,0.0007
0.0,0.0008
0.028,0.0002
0.0306,0.0015
0.0174,0.0006
0.0205,0.0009
0.0,0.0016
0.0,0.0017
0.0,0.0045
0.0359,0.0014
0.0267,0.0003
0.0,0.0011
0.0,0.0009
0.0,0.0009
0.0,0.003
0.0,0.0
0.017,0.0007
0.0268,0.0015
0.0,0.0015
0.0,0.0025
0.0156,0.0006
0.0349,0.0019
0.0269,0.001
0.0,0.0051
0.0,0.0014
0.0207,0.0005
0.0308,0.0005
0.0,0.0021
0.0328,0.0007
0.0,0.0007
0.0,0.0019
0.0,0.0036
0.0,0.0034
0.0,0.0013
0.0,0.0028
0.0548,0.0039
0.0,0.0023
0.0257,0.0012
0.0752,0.0039
0.0,0.0016
0.0274,0.0008
0.0232,0.0001
0.0,0.0037
0.023,0.0007
0.0192,0.0007
0.0342,0.0019
0.0328,0.0018
0.0318,0.0018
0.059,0.0027
0.0,0.0011
0.0,0.0025
0.0,0.0034
0.0332,0.0019
0.0819,0.0037
0.0304,0.0015
0.0175,0.0005
0.0269,0.0007
0.0,0.0151
0.0271,0.0006
0.039,0.0018
0.0,0.0059
0.0176,0.0007
0.0247,0.0014
0.4308,0.0061
0.0244,0.0016
0.0,0.0018
0.0,0.0015
0.0,0.0021
0.0,0.002
0.0227,0.0018
0.0,0.0022
0.0471,0.0021
0.0,0.0023
0.0299,0.0007
0.0591,0.0008
0.0,0.0012
0.0555,0.0023
0.0347,0.0031
0.0,0.001
0.0,0.0018
0.0323,0.002
0.0,0.0007
0.0133,0.0002
0.0,0.0022
0.0,0.0012
0.0,0.0018
0.036,0.0007
0.0,0.0022
0.0356,0.0022
0.0,0.0021
0.079,0.0051
0.0,0.0004
0.0,0.0016
0.0385,0.0014
0.0,0.0017
0.0,0.0022
0.0,0.0016
0.026,0.0013
0.0,0.0015
0.0,0.0175
0.0,0.0006
0.0,0.0019
0.0,0.0082
0.0,0.0009
0.0,0.0027
0.0,0.0036
0.0,0.0013
0.0,0.0
0.031,0.0006
0.1141,0.0107
0.0,0.0017
0.0,0.0006
0.0,0.0014
0.0329,0.0004
0.0318,0.0009
0.0764,0.0069
0.0215,0.001
0.0,0.0
0.0,0.0089
0.0,0.0018
0.0139,0.0004
0.0287,0.0009
0.0157,0.0004
0.0,0.0012
0.0,0.0017
0.0388,0.0021
0.0,0.0016
0.0,0.0
0.0,0.003
0.0,0.0019
0.0207,0.0007
0.0196,0.0009
0.019,0.0011
0.0585,0.0022
0.0,0.0017
0.1242,0.0118
0.0,0.004
0.0,0.0019
0.0,0.0013
0.0,0.0025
0.0185,0.0007
0.0,0.0011
0.0438,0.002
0.0201,0.0013
0.0201,0.0003
0.0327,0.0018
0.0,0.0015
0.0,0.0033
0.0,0.0033
0.0,0.0015
0.0134,0.0009
0.0415,0.0007
0.1636,0.0021
0.0524,0.0029
0.0211,0.0004
0.0242,0.0002
0.0,0.0045
0.0,0.0014
0.0,0.007
0.0265,0.0003
0.0,0.0015
0.0,0.0016
0.0,0.0015
0.0228,0.0006
0.0291,0.0014
0.0,0.0028
0.0457,0.0032
0.0285,0.0012
0.0229,0.0008
0.0707,0.0018
0.0259,0.001
0.0368,0.0024
0.0327,0.0014
0.037,0.0012
0.0,0.0017
0.0538,0.0033
0.0245,0.0011
0.0112,0.0001
0.0,0.0013
0.0311,0.0011
0.0,0.002
0.0,0.0008
0.0,0.0004
0.0,0.0016
0.0,0.002
0.0,0.0034
0.0355,0.0028
0.0208,0.0002
0.0,0.0005
0.0429,0.0037
0.0,0.0015
0.0,0.0065
0.049,0.0015
0.0377,0.0023
0.0,0.0016
0.0467,0.0022
0.1417,0.0132
0.0394,0.0015
0.0591,0.0028
0.0241,0.001
0.0278,0.0008
0.0,0.0045
0.0229,0.0015
0.0271,0.0016
0.0109,0.0001
0.022,0.0007
0.0,0.0013
0.0243,0.001
0.0268,0.0015
0.0,0.0028
0.0367,0.0016
0.0375,0.0021
0.0,0.0029
0.0,0.0012
0.0,0.0012
0.0,0.0028
0.0276,0.0013
0.0,0.0008
0.0,0.0017
0.0293,0.0003
0.0593,0.0035
0.0,0.0014
0.0157,0.0004
0.0,0.0033
0.0624,0.0032
0.0674,0.0045
0.0134,0.0005
0.0279,0.0011
0.0313,0.0006
0.0435,0.0026
0.0,0.0027
0.0456,0.0006
0.0127,0.0004
0.9544,0.0317
0.0417,0.0031
0.0646,0.0043
0.0,0.003
0.048,0.0037
0.0272,0.0008
0.0205,0.0003
0.016,0.0003
0.0384,0.0011
0.0,0.0011
0.0,0.003
0.0347,0.0021
0.0221,0.0014
0.0287,0.0014
0.0292,0.0014
0.0206,0.0012
0.0,0.0033
0.0542,0.0022
0.0282,0.0005
0.0283,0.0009
0.0212,0.0005
0.0619,0.0041
0.0,0.0019
0.0,0.0026
0.0265,0.0016
0.0,0.0041
0.0429,0.0022
0.0,0.0042
0.0,0.0013
0.0,0.0026
0.0,0.0007
0.0,0.0017
0.0376,0.0036
0.0,0.0
0.0335,0.001
0.0,0.0055
0.0626,0.0012
0.0469,0.0025
0.067,0.0061
0.0314,0.0011
0.0417,0.0016
0.0155,0.0001
0.0348,0.0014
0.0,0.0017
0.0,0.0076
0.0257,0.0005
0.0,0.0041
0.2046,0.0174
0.0255,0.001
0.0,0.0079
0.0,0.0017
0.0,0.0029
0.0,0.0011
0.0293,0.001
